index,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Duration,Total_Stops,Price,departure,arival
510,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",20:25,1480,"1 stop",12121,"2019-01-05 20:25:00","2019-01-06 21:05:00"
511,"Air India",2019-01-05,Kolkata,Banglore,"CCU → GAU → DEL → BLR",16:45,1185,"2 stops",14960,"2019-01-05 16:45:00","2019-01-06 12:30:00"
512,"Air India",2019-01-05,Kolkata,Banglore,"CCU → BOM → AMD → BLR",9:25,1200,"2 stops",14687,"2019-01-05 09:25:00","2019-01-06 05:25:00"
513,"Jet Airways",2019-01-05,Mumbai,Hyderabad,"BOM → HYD",2:55,85,non-stop,5678,"2019-01-05 02:55:00","2019-01-05 04:20:00"
514,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",20:25,1540,"1 stop",14151,"2019-01-05 20:25:00","2019-01-06 22:05:00"
515,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",18:55,910,"1 stop",13941,"2019-01-05 18:55:00","2019-01-06 10:05:00"
516,IndiGo,2019-01-05,Delhi,Cochin,"DEL → BOM → COK",18:35,415,"1 stop",8854,"2019-01-05 18:35:00","2019-01-06 01:30:00"
517,IndiGo,2019-01-05,Kolkata,Banglore,"CCU → HYD → BLR",15:15,290,"1 stop",4775,"2019-01-05 15:15:00","2019-01-05 20:05:00"
518,SpiceJet,2019-01-05,Mumbai,Hyderabad,"BOM → HYD",22:45,90,non-stop,1965,"2019-01-05 22:45:00","2019-01-06 00:15:00"
519,SpiceJet,2019-01-05,Chennai,Kolkata,"MAA → CCU",9:45,135,non-stop,3597,"2019-01-05 09:45:00","2019-01-05 12:00:00"
520,Vistara,2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",20:20,765,"1 stop",8452,"2019-01-05 20:20:00","2019-01-06 09:05:00"
521,"Jet Airways",2019-01-05,Delhi,Cochin,"DEL → JAI → BOM → COK",5:30,1375,"2 stops",15129,"2019-01-05 05:30:00","2019-01-06 04:25:00"
522,"Air India",2019-01-05,Kolkata,Banglore,"CCU → BOM → COK → BLR",16:50,1255,"2 stops",16372,"2019-01-05 16:50:00","2019-01-06 13:45:00"
523,"Air Asia",2019-01-05,Banglore,Delhi,"BLR → DEL",23:55,170,non-stop,4483,"2019-01-05 23:55:00","2019-01-06 02:45:00"
524,"Air India",2019-01-05,Delhi,Cochin,"DEL → MAA → COK",20:40,765,"1 stop",7480,"2019-01-05 20:40:00","2019-01-06 09:25:00"
525,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",17:00,1500,"1 stop",11467,"2019-01-05 17:00:00","2019-01-06 18:00:00"
526,Vistara,2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",7:10,1555,"1 stop",8452,"2019-01-05 07:10:00","2019-01-06 09:05:00"
527,"Air India",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",9:25,545,"1 stop",8891,"2019-01-05 09:25:00","2019-01-05 18:30:00"
528,"Air India",2019-01-05,Kolkata,Banglore,"CCU → HYD → BLR",19:00,965,"1 stop",6117,"2019-01-05 19:00:00","2019-01-06 11:05:00"
529,SpiceJet,2019-01-05,Kolkata,Banglore,"CCU → BLR",17:10,150,non-stop,4174,"2019-01-05 17:10:00","2019-01-05 19:40:00"
530,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",14:05,875,"1 stop",13941,"2019-01-05 14:05:00","2019-01-06 04:40:00"
531,"Air India",2019-01-05,Kolkata,Banglore,"CCU → IXR → DEL → BLR",5:50,1840,"2 stops",12723,"2019-01-05 05:50:00","2019-01-06 12:30:00"
532,"Air India",2019-01-05,Kolkata,Banglore,"CCU → MAA → BLR",14:35,1440,"1 stop",7001,"2019-01-05 14:35:00","2019-01-06 14:35:00"
533,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",17:00,1285,"1 stop",11467,"2019-01-05 17:00:00","2019-01-06 14:25:00"
534,SpiceJet,2019-01-05,Kolkata,Banglore,"CCU → BLR",22:20,140,non-stop,3873,"2019-01-05 22:20:00","2019-01-06 00:40:00"
535,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",20:00,800,"1 stop",14388,"2019-01-05 20:00:00","2019-01-06 09:20:00"
536,"Multiple carriers",2019-01-05,Delhi,Cochin,"DEL → BOM → COK",9:00,615,"1 stop",15373,"2019-01-05 09:00:00","2019-01-05 19:15:00"
537,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",9:35,1520,"1 stop",12121,"2019-01-05 09:35:00","2019-01-06 10:55:00"
538,"Air India",2019-01-05,Kolkata,Banglore,"CCU → HYD → BLR",19:00,580,"1 stop",6117,"2019-01-05 19:00:00","2019-01-06 04:40:00"
539,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",6:30,800,"1 stop",14781,"2019-01-05 06:30:00","2019-01-05 19:50:00"
540,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",20:00,845,"1 stop",8586,"2019-01-05 20:00:00","2019-01-06 10:05:00"
541,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",17:00,1745,"1 stop",14151,"2019-01-05 17:00:00","2019-01-06 22:05:00"
542,SpiceJet,2019-01-05,Kolkata,Banglore,"CCU → BLR",6:55,155,non-stop,3873,"2019-01-05 06:55:00","2019-01-05 09:30:00"
543,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",16:30,365,"1 stop",14781,"2019-01-05 16:30:00","2019-01-05 22:35:00"
544,IndiGo,2019-01-05,Banglore,Delhi,"BLR → DEL",6:05,165,non-stop,4423,"2019-01-05 06:05:00","2019-01-05 08:50:00"
545,"Air India",2019-01-05,Kolkata,Banglore,"CCU → IXR → BBI → BLR",5:50,445,"2 stops",7662,"2019-01-05 05:50:00","2019-01-05 13:15:00"
546,"Multiple carriers",2019-01-05,Delhi,Cochin,"DEL → BOM → COK",10:20,520,"1 stop",9794,"2019-01-05 10:20:00","2019-01-05 19:00:00"
547,Vistara,2019-01-05,Banglore,Delhi,"BLR → DEL",21:00,170,non-stop,4668,"2019-01-05 21:00:00","2019-01-05 23:50:00"
548,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",14:05,1315,"1 stop",14388,"2019-01-05 14:05:00","2019-01-06 12:00:00"
549,"Air India",2019-01-05,Kolkata,Banglore,"CCU → IXR → DEL → BLR",5:50,2065,"2 stops",10991,"2019-01-05 05:50:00","2019-01-06 16:15:00"
550,"Jet Airways",2019-01-05,Banglore,Delhi,"BLR → DEL",8:20,180,non-stop,7229,"2019-01-05 08:20:00","2019-01-05 11:20:00"
551,"Jet Airways",2019-01-05,Mumbai,Hyderabad,"BOM → HYD",7:05,85,non-stop,8040,"2019-01-05 07:05:00","2019-01-05 08:30:00"
552,Vistara,2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",17:00,1640,"1 stop",8610,"2019-01-05 17:00:00","2019-01-06 20:20:00"
553,IndiGo,2019-01-05,Kolkata,Banglore,"CCU → NAG → BLR",18:05,325,"1 stop",6218,"2019-01-05 18:05:00","2019-01-05 23:30:00"
554,"Air India",2019-01-05,Kolkata,Banglore,"CCU → IXR → DEL → BLR",5:50,1045,"2 stops",10991,"2019-01-05 05:50:00","2019-01-05 23:15:00"
555,IndiGo,2019-01-05,Banglore,Delhi,"BLR → DEL",13:00,170,non-stop,4423,"2019-01-05 13:00:00","2019-01-05 15:50:00"
556,"Jet Airways",2019-01-05,Mumbai,Hyderabad,"BOM → HYD",19:35,90,non-stop,5678,"2019-01-05 19:35:00","2019-01-05 21:05:00"
557,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",14:05,510,"1 stop",10844,"2019-01-05 14:05:00","2019-01-05 22:35:00"
558,IndiGo,2019-01-05,Mumbai,Hyderabad,"BOM → HYD",19:05,90,non-stop,2754,"2019-01-05 19:05:00","2019-01-05 20:35:00"
559,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",21:10,450,"1 stop",10844,"2019-01-05 21:10:00","2019-01-06 04:40:00"
560,"Jet Airways",2019-01-05,Banglore,Delhi,"BLR → DEL",18:55,185,non-stop,7229,"2019-01-05 18:55:00","2019-01-05 22:00:00"
561,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",8:25,685,"1 stop",14781,"2019-01-05 08:25:00","2019-01-05 19:50:00"
562,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",21:10,730,"1 stop",14781,"2019-01-05 21:10:00","2019-01-06 09:20:00"
563,"Air India",2019-01-05,Kolkata,Banglore,"CCU → GAU → DEL → BLR",9:50,805,"2 stops",13227,"2019-01-05 09:50:00","2019-01-05 23:15:00"
564,IndiGo,2019-01-05,Banglore,Delhi,"BLR → DEL",10:10,170,non-stop,3943,"2019-01-05 10:10:00","2019-01-05 13:00:00"
565,"Jet Airways",2019-01-05,Mumbai,Hyderabad,"BOM → HYD",19:35,90,non-stop,2228,"2019-01-05 19:35:00","2019-01-05 21:05:00"
566,"Air India",2019-01-05,Kolkata,Banglore,"CCU → BOM → HBX → BLR",9:25,535,"2 stops",8366,"2019-01-05 09:25:00","2019-01-05 18:20:00"
567,IndiGo,2019-01-05,Banglore,Delhi,"BLR → DEL",18:55,175,non-stop,4823,"2019-01-05 18:55:00","2019-01-05 21:50:00"
568,Vistara,2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",7:10,790,"1 stop",8610,"2019-01-05 07:10:00","2019-01-05 20:20:00"
569,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",6:30,590,"1 stop",14781,"2019-01-05 06:30:00","2019-01-05 16:20:00"
570,IndiGo,2019-01-05,Chennai,Kolkata,"MAA → CCU",14:45,140,non-stop,3597,"2019-01-05 14:45:00","2019-01-05 17:05:00"
571,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",14:05,1090,"1 stop",8586,"2019-01-05 14:05:00","2019-01-06 08:15:00"
572,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",20:25,870,"1 stop",12121,"2019-01-05 20:25:00","2019-01-06 10:55:00"
573,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",16:30,1055,"1 stop",8586,"2019-01-05 16:30:00","2019-01-06 10:05:00"
574,IndiGo,2019-01-05,Chennai,Kolkata,"MAA → CCU",7:55,140,non-stop,3850,"2019-01-05 07:55:00","2019-01-05 10:15:00"
575,"Jet Airways",2019-01-05,Mumbai,Hyderabad,"BOM → HYD",7:05,85,non-stop,4995,"2019-01-05 07:05:00","2019-01-05 08:30:00"
576,"Air India",2019-01-05,Chennai,Kolkata,"MAA → CCU",11:40,135,non-stop,4667,"2019-01-05 11:40:00","2019-01-05 13:55:00"
577,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",16:30,945,"1 stop",13941,"2019-01-05 16:30:00","2019-01-06 08:15:00"
578,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",21:10,730,"1 stop",10844,"2019-01-05 21:10:00","2019-01-06 09:20:00"
579,"Jet Airways",2019-01-05,Banglore,Delhi,"BLR → DEL",15:15,175,non-stop,7229,"2019-01-05 15:15:00","2019-01-05 18:10:00"
580,"Air India",2019-01-05,Delhi,Cochin,"DEL → GOI → BOM → COK",22:00,1275,"2 stops",11281,"2019-01-05 22:00:00","2019-01-06 19:15:00"
581,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",8:25,590,"1 stop",14781,"2019-01-05 08:25:00","2019-01-05 18:15:00"
582,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",9:35,690,"1 stop",12384,"2019-01-05 09:35:00","2019-01-05 21:05:00"
583,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",8:25,475,"1 stop",14781,"2019-01-05 08:25:00","2019-01-05 16:20:00"
584,"Air India",2019-01-05,Banglore,Delhi,"BLR → DEL",13:20,170,non-stop,6121,"2019-01-05 13:20:00","2019-01-05 16:10:00"
585,"Air India",2019-01-05,Banglore,Delhi,"BLR → DEL",6:10,165,non-stop,6121,"2019-01-05 06:10:00","2019-01-05 08:55:00"
586,SpiceJet,2019-01-05,Chennai,Kolkata,"MAA → CCU",9:45,135,non-stop,3543,"2019-01-05 09:45:00","2019-01-05 12:00:00"
587,"Jet Airways",2019-01-05,Delhi,Cochin,"DEL → AMD → BOM → COK",23:05,1195,"2 stops",15129,"2019-01-05 23:05:00","2019-01-06 19:00:00"
588,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",14:05,875,"1 stop",8586,"2019-01-05 14:05:00","2019-01-06 04:40:00"
589,"Air Asia",2019-01-05,Banglore,Delhi,"BLR → DEL",4:55,170,non-stop,4282,"2019-01-05 04:55:00","2019-01-05 07:45:00"
590,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",8:25,1215,"1 stop",13941,"2019-01-05 08:25:00","2019-01-06 04:40:00"
591,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",8:25,475,"1 stop",10844,"2019-01-05 08:25:00","2019-01-05 16:20:00"
592,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",8:25,590,"1 stop",10844,"2019-01-05 08:25:00","2019-01-05 18:15:00"
593,SpiceJet,2019-01-05,Kolkata,Banglore,"CCU → KNU → BLR",11:35,435,"1 stop",8479,"2019-01-05 11:35:00","2019-01-05 18:50:00"
594,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",20:25,1080,"1 stop",11467,"2019-01-05 20:25:00","2019-01-06 14:25:00"
595,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",16:30,365,"1 stop",10844,"2019-01-05 16:30:00","2019-01-05 22:35:00"
596,"Jet Airways",2019-01-05,Banglore,Delhi,"BLR → DEL",11:10,175,non-stop,7229,"2019-01-05 11:10:00","2019-01-05 14:05:00"
597,IndiGo,2019-01-05,Mumbai,Hyderabad,"BOM → HYD",6:25,90,non-stop,4392,"2019-01-05 06:25:00","2019-01-05 07:55:00"
598,IndiGo,2019-01-05,Chennai,Kolkata,"MAA → CCU",11:35,145,non-stop,4332,"2019-01-05 11:35:00","2019-01-05 14:00:00"
599,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",20:00,960,"1 stop",9663,"2019-01-05 20:00:00","2019-01-06 12:00:00"
600,IndiGo,2019-01-05,Kolkata,Banglore,"CCU → MAA → BLR",6:20,240,"1 stop",4226,"2019-01-05 06:20:00","2019-01-05 10:20:00"
601,"Air India",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",10:00,795,"1 stop",10203,"2019-01-05 10:00:00","2019-01-05 23:15:00"
602,"Air India",2019-01-05,Kolkata,Banglore,"CCU → IXR → DEL → BLR",5:50,875,"2 stops",10991,"2019-01-05 05:50:00","2019-01-05 20:25:00"
603,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",9:35,1450,"1 stop",11467,"2019-01-05 09:35:00","2019-01-06 09:45:00"
604,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",16:30,1170,"1 stop",9663,"2019-01-05 16:30:00","2019-01-06 12:00:00"
605,"Air India",2019-01-05,Delhi,Cochin,"DEL → HYD → MAA → COK",17:15,970,"2 stops",8839,"2019-01-05 17:15:00","2019-01-06 09:25:00"
606,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",8:25,1655,"1 stop",9663,"2019-01-05 08:25:00","2019-01-06 12:00:00"
607,"Jet Airways",2019-01-05,Delhi,Cochin,"DEL → JAI → BOM → COK",9:40,1615,"2 stops",15129,"2019-01-05 09:40:00","2019-01-06 12:35:00"
608,"Jet Airways",2019-01-05,Banglore,Delhi,"BLR → DEL",7:10,180,non-stop,4030,"2019-01-05 07:10:00","2019-01-05 10:10:00"
609,"Air India",2019-01-05,Kolkata,Banglore,"CCU → BBI → BOM → BLR",12:00,1390,"2 stops",11148,"2019-01-05 12:00:00","2019-01-06 11:10:00"
610,IndiGo,2019-01-05,Banglore,Delhi,"BLR → DEL",16:55,180,non-stop,4823,"2019-01-05 16:55:00","2019-01-05 19:55:00"
611,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",21:10,775,"1 stop",10844,"2019-01-05 21:10:00","2019-01-06 10:05:00"
612,SpiceJet,2019-01-05,Mumbai,Hyderabad,"BOM → HYD",22:45,90,non-stop,2017,"2019-01-05 22:45:00","2019-01-06 00:15:00"
613,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",14:05,345,"1 stop",14781,"2019-01-05 14:05:00","2019-01-05 19:50:00"
614,IndiGo,2019-01-05,Chennai,Kolkata,"MAA → CCU",13:15,140,non-stop,3597,"2019-01-05 13:15:00","2019-01-05 15:35:00"
615,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",17:00,395,"1 stop",12384,"2019-01-05 17:00:00","2019-01-05 23:35:00"
616,"Air India",2019-01-05,Mumbai,Hyderabad,"BOM → HYD",6:20,80,non-stop,3625,"2019-01-05 06:20:00","2019-01-05 07:40:00"
617,"Air India",2019-01-05,Banglore,Delhi,"BLR → DEL",21:05,170,non-stop,6121,"2019-01-05 21:05:00","2019-01-05 23:55:00"
618,Vistara,2019-01-05,Banglore,Delhi,"BLR → DEL",11:30,170,non-stop,4668,"2019-01-05 11:30:00","2019-01-05 14:20:00"
619,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",8:25,740,"1 stop",10844,"2019-01-05 08:25:00","2019-01-05 20:45:00"
620,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",9:35,1730,"1 stop",9314,"2019-01-05 09:35:00","2019-01-06 14:25:00"
621,"Air Asia",2019-01-05,Kolkata,Banglore,"CCU → BBI → BLR",6:50,220,"1 stop",6857,"2019-01-05 06:50:00","2019-01-05 10:30:00"
622,GoAir,2019-01-05,Delhi,Cochin,"DEL → AMD → COK",7:25,370,"1 stop",5842,"2019-01-05 07:25:00","2019-01-05 13:35:00"
623,"Air India",2019-01-05,Kolkata,Banglore,"CCU → DEL → AMD → BLR",10:00,1165,"2 stops",13899,"2019-01-05 10:00:00","2019-01-06 05:25:00"
624,SpiceJet,2019-01-05,Kolkata,Banglore,"CCU → MAA → BLR",15:05,315,"1 stop",4649,"2019-01-05 15:05:00","2019-01-05 20:20:00"
625,"Air India",2019-01-05,Kolkata,Banglore,"CCU → IXR → DEL → BLR",5:50,1625,"2 stops",10991,"2019-01-05 05:50:00","2019-01-06 08:55:00"
626,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",8:25,740,"1 stop",14781,"2019-01-05 08:25:00","2019-01-05 20:45:00"
627,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",8:25,1215,"1 stop",8586,"2019-01-05 08:25:00","2019-01-06 04:40:00"
628,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",20:25,1365,"1 stop",9314,"2019-01-05 20:25:00","2019-01-06 19:10:00"
629,Vistara,2019-01-05,Banglore,Delhi,"BLR → DEL",9:45,170,non-stop,4668,"2019-01-05 09:45:00","2019-01-05 12:35:00"
630,IndiGo,2019-01-05,Banglore,Delhi,"BLR → DEL",22:10,170,non-stop,3943,"2019-01-05 22:10:00","2019-01-06 01:00:00"
631,SpiceJet,2019-01-05,Kolkata,Banglore,"CCU → BLR",17:10,150,non-stop,3841,"2019-01-05 17:10:00","2019-01-05 19:40:00"
632,SpiceJet,2019-01-05,Kolkata,Banglore,"CCU → BLR",6:55,155,non-stop,3841,"2019-01-05 06:55:00","2019-01-05 09:30:00"
633,SpiceJet,2019-01-05,Mumbai,Hyderabad,"BOM → HYD",13:15,90,non-stop,2385,"2019-01-05 13:15:00","2019-01-05 14:45:00"
634,Vistara,2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",17:00,965,"1 stop",8452,"2019-01-05 17:00:00","2019-01-06 09:05:00"
635,"Air India",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",10:00,625,"1 stop",10203,"2019-01-05 10:00:00","2019-01-05 20:25:00"
636,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",21:10,665,"1 stop",14781,"2019-01-05 21:10:00","2019-01-06 08:15:00"
637,IndiGo,2019-01-05,Kolkata,Banglore,"CCU → BLR",15:30,155,non-stop,4804,"2019-01-05 15:30:00","2019-01-05 18:05:00"
638,"Air India",2019-01-05,Kolkata,Banglore,"CCU → BBI → BOM → BLR",12:00,1195,"2 stops",10151,"2019-01-05 12:00:00","2019-01-06 07:55:00"
639,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",20:00,735,"1 stop",13941,"2019-01-05 20:00:00","2019-01-06 08:15:00"
640,Vistara,2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",17:00,1550,"1 stop",8610,"2019-01-05 17:00:00","2019-01-06 18:50:00"
641,"Air India",2019-01-05,Kolkata,Banglore,"CCU → BBI → BOM → BLR",9:10,760,"2 stops",12009,"2019-01-05 09:10:00","2019-01-05 21:50:00"
642,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",17:00,1685,"1 stop",12121,"2019-01-05 17:00:00","2019-01-06 21:05:00"
643,"Jet Airways",2019-01-05,Banglore,Delhi,"BLR → DEL",17:45,180,non-stop,4030,"2019-01-05 17:45:00","2019-01-05 20:45:00"
644,IndiGo,2019-01-05,Delhi,Cochin,"DEL → LKO → COK",21:50,345,"1 stop",6349,"2019-01-05 21:50:00","2019-01-06 03:35:00"
645,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",9:35,840,"1 stop",13067,"2019-01-05 09:35:00","2019-01-05 23:35:00"
646,Vistara,2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",20:20,865,"1 stop",9187,"2019-01-05 20:20:00","2019-01-06 10:45:00"
647,"Air Asia",2019-01-05,Kolkata,Banglore,"CCU → BLR",10:20,155,non-stop,4409,"2019-01-05 10:20:00","2019-01-05 12:55:00"
648,"Air India",2019-01-05,Kolkata,Banglore,"CCU → DEL → AMD → BLR",7:00,1345,"2 stops",14424,"2019-01-05 07:00:00","2019-01-06 05:25:00"
649,"Air India",2019-01-05,Kolkata,Banglore,"CCU → DEL → COK → BLR",17:30,1215,"2 stops",15164,"2019-01-05 17:30:00","2019-01-06 13:45:00"
650,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",9:35,750,"1 stop",12121,"2019-01-05 09:35:00","2019-01-05 22:05:00"
651,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",20:25,1630,"1 stop",9314,"2019-01-05 20:25:00","2019-01-06 23:35:00"
652,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",20:25,800,"1 stop",11467,"2019-01-05 20:25:00","2019-01-06 09:45:00"
653,SpiceJet,2019-01-05,Mumbai,Hyderabad,"BOM → HYD",13:15,90,non-stop,2437,"2019-01-05 13:15:00","2019-01-05 14:45:00"
654,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",18:55,585,"1 stop",8586,"2019-01-05 18:55:00","2019-01-06 04:40:00"
655,"Jet Airways",2019-01-05,Banglore,Delhi,"BLR → DEL",15:15,175,non-stop,4544,"2019-01-05 15:15:00","2019-01-05 18:10:00"
656,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",14:05,1200,"1 stop",13941,"2019-01-05 14:05:00","2019-01-06 10:05:00"
657,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",20:25,1630,"1 stop",11467,"2019-01-05 20:25:00","2019-01-06 23:35:00"
658,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",16:30,425,"1 stop",14781,"2019-01-05 16:30:00","2019-01-05 23:35:00"
659,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",14:05,510,"1 stop",14781,"2019-01-05 14:05:00","2019-01-05 22:35:00"
660,"Air Asia",2019-01-05,Kolkata,Banglore,"CCU → BLR",22:50,150,non-stop,4409,"2019-01-05 22:50:00","2019-01-06 01:20:00"
661,"Multiple carriers",2019-01-05,Delhi,Cochin,"DEL → BOM → COK",19:00,390,"1 stop",9424,"2019-01-05 19:00:00","2019-01-06 01:30:00"
662,GoAir,2019-01-05,Banglore,Delhi,"BLR → DEL",7:45,175,non-stop,3898,"2019-01-05 07:45:00","2019-01-05 10:40:00"
663,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",21:10,665,"1 stop",10844,"2019-01-05 21:10:00","2019-01-06 08:15:00"
664,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",20:00,520,"1 stop",8586,"2019-01-05 20:00:00","2019-01-06 04:40:00"
665,SpiceJet,2019-01-05,Chennai,Kolkata,"MAA → CCU",8:20,135,non-stop,3597,"2019-01-05 08:20:00","2019-01-05 10:35:00"
666,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",9:35,1730,"1 stop",11467,"2019-01-05 09:35:00","2019-01-06 14:25:00"
667,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",6:30,1545,"1 stop",9663,"2019-01-05 06:30:00","2019-01-06 08:15:00"
668,GoAir,2019-01-05,Banglore,Delhi,"BLR → DEL",11:40,170,non-stop,4340,"2019-01-05 11:40:00","2019-01-05 14:30:00"
669,"Jet Airways",2019-01-05,Banglore,Delhi,"BLR → DEL",19:50,180,non-stop,7229,"2019-01-05 19:50:00","2019-01-05 22:50:00"
670,"Jet Airways",2019-01-05,Banglore,Delhi,"BLR → DEL",11:10,175,non-stop,4030,"2019-01-05 11:10:00","2019-01-05 14:05:00"
671,"Jet Airways",2019-01-05,Delhi,Cochin,"DEL → AMD → BOM → COK",19:10,1430,"2 stops",15129,"2019-01-05 19:10:00","2019-01-06 19:00:00"
672,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",17:00,1075,"1 stop",12121,"2019-01-05 17:00:00","2019-01-06 10:55:00"
673,IndiGo,2019-01-05,Kolkata,Banglore,"CCU → BLR",22:15,155,non-stop,4804,"2019-01-05 22:15:00","2019-01-06 00:50:00"
674,"Air India",2019-01-05,Banglore,Delhi,"BLR → DEL",10:00,165,non-stop,6121,"2019-01-05 10:00:00","2019-01-05 12:45:00"
675,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",14:05,570,"1 stop",14781,"2019-01-05 14:05:00","2019-01-05 23:35:00"
676,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",8:25,1495,"1 stop",9663,"2019-01-05 08:25:00","2019-01-06 09:20:00"
677,IndiGo,2019-01-05,Banglore,Delhi,"BLR → DEL",8:30,170,non-stop,4823,"2019-01-05 08:30:00","2019-01-05 11:20:00"
678,"Air India",2019-01-05,Kolkata,Banglore,"CCU → DEL → COK → BLR",10:00,1665,"2 stops",15164,"2019-01-05 10:00:00","2019-01-06 13:45:00"
679,"Multiple carriers",2019-01-05,Delhi,Cochin,"DEL → BOM → COK",8:30,630,"1 stop",9627,"2019-01-05 08:30:00","2019-01-05 19:00:00"
